name,slug,color1,color2,landing,app,docs,codebase,blog,twitter,discord,telegram,description
StellaSwap,stellaswap,#E2107B,,https://stellaswap.com,https://app.stellaswap.com,https://stella-swap.gitbook.io/stellaswap,https://github.com/stellaswap,https://stellaswap.medium.com,https://twitter.com/StellaSwap,https://discord.stellaswap.com,,
MakerDAO,makerdao,#1aab9b,,https://makerdao.com/en,,https://docs.makerdao.com,https://github.com/makerdao,https://blog.makerdao.com,https://twitter.com/MakerDAO,https://discord.com/invite/RBRumCpEDH,,
Inverse Finance,inverse-finance,#5488e2,,https://www.inverse.finance,https://www.inverse.finance/firm,https://docs.inverse.finance,https://github.com/InverseFinance,https://www.inverse.finance/blog,https://twitter.com/InverseFinance,https://discord.com/invite/YpYJC7R5nv,,
Fei Protocol,fei-protocol,#4ac69c,,https://fei.money,https://app.fei.money,https://docs.tribedao.xyz,https://github.com/fei-protocol,https://medium.com/fei-protocol,https://twitter.com/feiprotocol,https://discord.com/invite/2prhYdQ5jP,,
Liquity,liquity,#2eb6ea,,https://www.liquity.org,,https://docs.liquity.org/documentation/resources,https://github.com/liquity,https://www.liquity.org/blog,https://twitter.com/LiquityProtocol,https://github.com/liquity/dev,,
Overnight Finance,overnight-finance,#3eb2ff,,https://overnight.fi,https://app.overnight.fi,https://app.overnight.fi,https://github.com/ovnstable,https://blog.overnight.fi,https://twitter.com/overnight_fi,https://discord.com/invite/overnight-fi,,
Tron DAO,tron-dao,#ff060a,,https://trondao.org,,https://developers.tron.network,https://github.com/tronprotocol,https://trondao.org/blog,https://twitter.com/trondao,https://discord.com/invite/pn6WWmXtQVV,,
Perpetual Protocol,perpetual-protocol,#3ceaab,,https://perp.com,https://app.perp.com,https://docs.perp.com,https://github.com/perpetual-protocol,https://blog.perp.fi,https://twitter.com/perpprotocol,https://discord.com/invite/mYKKRTn,https://t.me/perpetualprotocol,
dYdX,dydx,#6966FF,,https://dydx.exchange,https://dydx.exchange,https://dydxprotocol.github.io/v3-teacher/#terms-of-service-and-privacy-policy,https://github.com/dydxprotocol,https://dydx.foundation/blog,https://twitter.com/dYdX,https://discord.com/invite/Tuze6tY,,
Level Finance,level-finance,#ffb313,,https://level.finance,https://app.level.finance,https://docs.level.finance,https://github.com/level-fi,https://level-finance.medium.com,https://twitter.com/level__finance,https://discord.com/invite/levelfinance,https://t.me/LevelFinance,
MUX Protocol,mux-protocol,#04cbe0,,https://mux.network,https://app.mux.network,https://docs.mux.network/protocol/overview,https://github.com/mux-world/mux-protocol,https://mirror.xyz/0xE43AC79951B7ba9f8D06478377aE652CA593281b,https://twitter.com/muxprotocol,https://discord.com/invite/bd88NrzN3N,https://t.me/muxprotocol,
Pika Protocol,pika-protocol,#F0D720,,https://www.pikaprotocol.com,https://www.pikaprotocol.com/#/trade,https://docs.pikaprotocol.com/overview,,https://pikaprotocol.medium.com,https://twitter.com/PikaProtocol,https://discord.com/invite/ueEe398UWt,,
Kwenta,kwenta,#ffb800,,https://kwenta.eth.limo,https://kwenta.eth.limo/dashboard,https://docs.kwenta.io,https://github.com/Kwenta,https://mirror.xyz/kwenta.eth,https://twitter.com/kwenta_io,https://discord.com/invite/kwentaio,,
Synthetix,synthetix,#02d1ff,,https://synthetix.io,https://staking.synthetix.io,https://docs.synthetix.io/synthetix-protocol/readme,https://github.com/Synthetixio,https://blog.synthetix.io,https://twitter.com/synthetix_io,https://discord.com/invite/AEdUHzt,,
QuickSwap,quickswap,#3b74d4,,https://quickswap.exchange,https://quickswap.exchange,https://docs.quickswap.exchange,https://github.com/QuickSwap,https://quickswap-layer2.medium.com,https://twitter.com/QuickswapDEX,https://discord.com/invite/Bj2w4NujCh,https://t.me/QuickSwapDEX,
Biswap,biswap,#1263f1,,https://biswap.org/fr,https://biswap.org/fr,https://docs.biswap.org/biswap,https://github.com/biswap-org,https://biswap-dex.medium.com,https://twitter.com/Biswap_Dex,,https://t.me/biswap,
SpiritSwap,spiritswap,#60e6c5,,https://www.spiritswap.finance/home,https://www.spiritswap.finance/home,https://docs.spiritswap.finance/spiritswap-v2,https://github.com/Spirit-DAO,https://spiritswap.medium.com,https://twitter.com/Spirit_Swap,https://discord.com/invite/jhGYjp2gfw,https://t.me/spirit_swap,
SpookySwap,spookyswap,#d6d7f2,,https://spooky.fi/#,https://spooky.fi/#,https://docs.spooky.fi,https://github.com/SpookySwap,https://spookyswap.medium.com,https://twitter.com/spookyswap,https://discord.com/invite/weXbvPAH4Q,https://t.me/SpookySwapCommunity,
DODO,dodo,#ffe804,,https://dodoex.io,https://app.dodoex.io,https://docs.dodoex.io/english,https://github.com/DODOEX,https://blog.dodoex.io,https://twitter.com/BreederDodo,https://discord.com/invite/tyKReUK,https://t.me/dodoex_official,
Cream Finance,cream-finance,#6ae2dd,,https://cream.finance,https://app.cream.finance,https://docs.cream.finance,https://github.com/CreamFi,https://creamdotfinance.medium.com,https://twitter.com/CreamdotFinance,https://discord.com/invite/8Ms25mV,https://t.me/CreamdotFinance,
Maverick Protocol,maverick-protocol,#5000c9,,https://www.mav.xyz,https://app.mav.xyz/?chain=1,https://docs.mav.xyz,https://github.com/maverickprotocol,https://medium.com/maverick-protocol,https://twitter.com/mavprotocol,https://discord.com/invite/mavprotocol,,
Gamma Strategies,gamma-strategies,#ff0000,,https://www.gamma.xyz,https://app.gamma.xyz,https://docs.gamma.xyz/gamma,https://github.com/GammaStrategies,https://medium.com/gamma-strategies,https://twitter.com/GammaStrategies,https://discord.com/invite/gammastrategies,,
Tokemak,tokemak,#a6e903,,https://www.tokemak.xyz,https://app.tokemak.xyz,https://docs.tokemak.xyz,https://github.com/Tokemak,https://medium.com/tokemak,https://twitter.com/TokenReactor,https://discord.com/invite/Z5f92tfzh4,,
Euler Finance,euler-finance,#2fa1a4,,https://www.euler.finance,https://app.euler.finance,https://docs.euler.finance,https://github.com/euler-xyz,https://www.euler.finance/blog,https://twitter.com/eulerfinance,https://discord.com/invite/CdG97VSYGk,,
Benqi,benqi,#00b3ed,,https://benqi.fi,https://app.benqi.fi/markets,https://docs.benqi.fi,https://github.com/Benqi-fi,https://benqifinance.medium.com,https://twitter.com/BenqiFinance,https://discord.com/invite/jyPAjZjwk6,,
TrueFi,truefi,#1a5aff,,https://truefi.io,https://app.truefi.io/home,https://docs.truefi.io/faq,https://github.com/trusttoken/contracts-pre22,https://blog.truefi.io,https://twitter.com/TrueFiDAO,https://discord.com/invite/Yx7J4jZ,,
Maple Finance,maple-finance,#ff7900,,https://www.maple.finance,https://app.maple.finance,https://maplefinance.gitbook.io/maple,https://github.com/maple-labs,https://www.maple.finance/resources,https://twitter.com/maplefinance?lang=en,https://discord.com/invite/Xy6sqxRhFG,,
Clearpool,clearpool,#617dea,,https://clearpool.finance,https://clearpool.finance/permissionless/pools?market=ethereum,https://docs.clearpool.finance,https://github.com/clearpool-finance,https://clearpool.medium.com,https://twitter.com/ClearpoolFin,https://discord.com/invite/YYzxscA4nu,,
Gearbox Protocol,gearbox-protocol,#e83695,,https://gearbox.fi,https://app.gearbox.fi,https://docs.gearbox.finance,https://github.com/Gearbox-protocol,https://medium.com/gearbox-protocol,https://twitter.com/GearboxProtocol,https://discord.com/invite/gearbox,,
Jones DAO,jones-dao,#de6b38,,https://www.jonesdao.io,https://app.jonesdao.io/vaults,https://docs.jonesdao.io/jones-dao,https://github.com/Jones-DAO,https://commonwealth.im/jones-dao/discussions,https://twitter.com/DAOJonesOptions,https://discord.com/invite/jonesdao,,
Idle Finance,idle-finance,#04117b,,https://idle.finance,https://app.idle.finance/#/dashboard,https://docs.idle.finance,https://github.com/Idle-Finance,https://idlefinance.medium.com,https://twitter.com/idlefinance,https://discord.com/invite/mpySAJp,,
Ribbon Finance,ribbon-finance,#fc0a54,,https://www.ribbon.finance,https://app.ribbon.finance,https://docs.ribbon.finance,https://github.com/ribbon-finance,https://ribbonfinance.medium.com,https://twitter.com/ribbonfinance,https://discord.com/invite/85gcVafPyN,,
Conic Finance,conic-finance,#639cc5,,https://conic.finance,https://conic.finance,https://docs.conic.finance/conic-finance,https://github.com/ConicFinance,https://medium.com/@ConicFinance,https://twitter.com/ConicFinance,https://discord.com/invite/conicfinance,,
GND Protocol,gnd-protocol,#0cd4d4,,https://gndprotocol.com,https://gndprotocol.com/dashboard,https://gmd-protocol.gitbook.io/gnd-protocol/gnd-protocol-overview/gnd-protocol,https://github.com/saulgoodmandev/gnd,https://medium.com/@gndprotocol,https://twitter.com/GNDprotocol,https://discord.com/invite/cZzzq5xVZE,,
GMD Protocol,gmd-protocol,#3c89e7,,https://gmdprotocol.com,https://app.gmdprotocol.com,https://gmd-protocol.gitbook.io,https://github.com/saulgoodmandev/gmd,https://medium.com/@gmdprotocol,https://twitter.com/GMDprotocol,https://discord.com/invite/x649QhTYxs,https://t.me/+BhDiy07pXDJjMGE5,
Savvy,savvy,#7a44ff,,https://savvydefi.io,https://savvydefi.io,https://docs.savvydefi.io,https://github.com/savvy-finance,https://savvydefi.medium.com,https://twitter.com/SavvyDefi,https://discord.com/invite/XAwremWDA7,https://t.me/savvydefievents,
Lodestar Finance,lodestar-finance,#e5d540,,https://www.lodestarfinance.io,https://app.lodestarfinance.io,https://docs.lodestarfinance.io,https://github.com/LodestarFinance,https://medium.com/@appo.lodestar,https://twitter.com/LodestarFinance,https://discord.com/invite/44kppnwMnb,https://t.me/lodestarfinancearb,
zkBOB,zkbob,#e86eff,,https://www.zkbob.com,https://app.zkbob.com,https://docs.zkbob.com,https://github.com/zkBob,https://blog.zkbob.com,https://twitter.com/zkBob_,https://discord.com/invite/zkbob,https://t.me/zkbobcommunity,
Manifold,manifold,#000000,,https://www.manifoldfinance.com,,https://securerpc.com,https://github.com/manifoldfinance,https://medium.com/manifoldfinance,https://twitter.com/foldfinance,,https://t.me/manifoldfinance,
Raft,raft,#ff7a00,,https://raft.fi,https://app.raft.fi,https://docs.raft.fi,https://github.com/raft-fi,https://mirror.xyz/0xa486d3a7679D56D545dd5d357469Dd5ed4259340,https://twitter.com/raft_fi,https://discord.com/invite/raft-fi,,
Morpho Protocol,morpho-protocol,#a9d6ff,,https://morpho.org,https://app.morpho.org,https://docs.morpho.org,https://github.com/morpho-org,https://medium.com/morpho-labs,https://twitter.com/MorphoLabs,https://discord.com/invite/BWXbJMHMdz,,
Index Coop,index-coop,#000000,,https://indexcoop.com,https://indexcoop.com/products,https://docs.indexcoop.com/index-coop-community-handbook,https://github.com/IndexCoop,https://indexcoop.com/blog,https://twitter.com/indexcoop,https://discord.com/invite/indexcoop,,
Toros Finance,toros-finance,#3DE0C3,,https://toros.finance,https://toros.finance,https://docs.toros.finance,https://github.com/dhedge,https://toros.finance/blog,https://twitter.com/torosfinance,https://discord.com/invite/Jc2skHehBQ,,
Neutra Finance,neutra-finance,#53D6BF,,https://neutra.finance,https://neutra.finance/vault,https://docs.neutra.finance/neutra-finance,https://github.com/NeutraFinance,https://medium.com/@neutrafinance,https://twitter.com/Neutrafinance,https://discord.com/invite/h5GxDEAxyY,https://t.me/NeutraFi_discussion,
Goldfinch,goldfinch,#e0cb95,,https://goldfinch.finance,https://app.goldfinch.finance,https://docs.goldfinch.finance/goldfinch,https://github.com/goldfinch-eng,https://medium.com/goldfinch-fi,https://twitter.com/goldfinch_fi,https://discord.com/invite/goldfinch,,
Paxos,paxos,#78b650,,https://paxos.com,,https://help.paxos.com/hc/en-us,https://github.com/paxosglobal,https://paxos.com/blog,https://twitter.com/paxosglobal,,,
Brahma,brahma,#7303c0,,https://www.brahma.fi,https://app.brahma.fi,https://docs.brahma.fi,https://github.com/Brahma-fi,https://blog.brahma.fi,https://twitter.com/brahmaFi,https://discord.com/invite/brahma,,
Radiant Capital,radiant-capital,#000000,,https://radiant.capital,https://app.radiant.capital,https://docs.radiant.capital,https://github.com/radiant-capital,https://medium.com/@RadiantCapital,https://twitter.com/RDNTCapital,https://discord.com/invite/radiantcapital,https://t.me/radiantcapitalofficial,
Lodestar Finance,lodestar-finance,#e5d540,,https://lodestarfinance.io,https://lodestarfinance.io,https://docs.lodestarfinance.io,https://github.com/LodestarFinance,https://medium.com/@appo.lodestar,https://twitter.com/LodestarFinance,https://discord.com/invite/44kppnwMnb,,
Premia Finance,premia-finance,#5294ff,,https://premia.finance,https://app.premia.finance,https://docs.premia.finance,https://github.com/Premian-Labs,https://blog.premia.finance,https://twitter.com/PremiaFinance,https://discord.com/invite/premia,,
Lyra Finance,lyra-finance,#69d8bd,,https://lyra.finance,https://app.lyra.finance,https://docs.lyra.finance/developers,https://github.com/lyra-finance,https://blog.lyra.finance,https://twitter.com/lyrafinance,https://discord.com/invite/P49mj6UbmC,,
Equilibria,equilibria,#4bff00,,https://equilibria.fi,https://equilibria.fi/stake,https://docs.equilibria.fi,https://github.com/eqbtech/equilibria-contracts,,https://twitter.com/Equilibriafi,https://discord.com/invite/5xDyEEPNyU,https://t.me/EquilibriaFinance,
Spectra,spectra,#00f99b,,https://www.spectra.finance,https://app.spectra.finance,https://docs.spectra.finance,https://github.com/perspectivefi,https://mirror.xyz/spectraprotocol.eth,https://twitter.com/spectra_finance,https://discord.com/invite/GJhRf3r3UU,https://t.me/APWineFinance,
HMX,hmx,#F2CA73,,https://hmx.org,https://hmx.org/arbitrum,https://docs.hmx.org/hmx,https://github.com/hmxorg,https://medium.com/hmx-org,https://twitter.com/HMXorg,https://discord.com/invite/DDr7r7jjCv,https://t.me/HMXorg,
Hegic,hegic,#16ca83,,https://www.hegic.co,https://www.hegic.co/app,https://www.hegic.co/app#/learn,https://github.com/hegic,https://medium.com/hegic/hegic-hardcore-beta-release-2573a2d4cb3d,https://twitter.com/HegicOptions,https://discord.com/invite/znjdj8q,https://t.me/HegicOptions,
Dolomite,dolomite,#000000,,https://dolomite.io,https://app.dolomite.io,https://docs.dolomite.io,https://github.com/dolomite-exchange,https://medium.com/dolomite-official,https://twitter.com/Dolomite_io,https://discord.com/invite/uDRzrB2YgP,https://t.me/dolomite_official,
Hyperliquid,hyperliquid,#97fce4,,https://hyperliquid.xyz,https://app.hyperliquid.xyz,https://hyperliquid.gitbook.io/hyperliquid-docs,https://github.com/hyperliquid-dex,https://medium.com/@hyperliquid,https://twitter.com/HyperliquidX,https://discord.com/invite/zgpuDGdFm6,https://telegram.me/hyperliquidX,
Perennial,perennial,#000000,,https://perennial.finance,https://app.perennial.finance,https://docs.perennial.finance,https://github.com/equilibria-xyz/perennial-mono,https://medium.com/perennial-protocol,https://twitter.com/perenniallabs,https://discord.com/invite/n6ejatX5Rw,,
Sonne Finance,sonne-finance,#fd684e,,https://sonne.finance,https://sonne.finance,https://docs.sonne.finance,https://github.com/sonne-finance,https://medium.com/@SonneFinance,https://twitter.com/SonneFinance,https://discord.com/invite/sonnefinance,https://t.me/SonneFin,
Extra Finance,extra-finance,#208fff,,https://extrafi.io,https://app.extrafi.io/farm,https://docs.extrafi.io/extra_finance,https://github.com/ExtraFi,https://medium.com/@ExtraFinance,https://twitter.com/extrafi_io,https://discord.com/invite/extra-finance,,
Exactly,exactly,#000000,,https://exact.ly,https://app.exact.ly,https://docs.exact.ly/getting-started/readme,https://github.com/exactly,https://medium.com/@exactly_protocol,https://twitter.com/exactlyprotocol,https://discord.com/invite/exactly,,
UXD Protocol,uxd-protocol,#000000,,https://uxd.fi,https://app.uxd.fi,https://docs.uxd.fi/uxdprotocol,https://github.com/uxdprotocol,https://uxdprotocol.medium.com,https://twitter.com/UXDProtocol,https://discord.com/invite/BHfpYmjsBM,,
Flux Finance,flux-finance,#000000,,https://fluxfinance.com,https://fluxfinance.com,https://docs.fluxfinance.com,https://github.com/flux-finance,https://blog.fluxfinance.com,https://twitter.com/FluxDeFi,https://discord.com/invite/YzhZaFbB92,https://t.me/ondocommunity,
Tarot,tarot,#000000,,https://www.tarot.to,https://www.tarot.to,https://docs.tarot.to,https://github.com/tarot-finance,https://tarotfinance.medium.com,https://twitter.com/TarotFinance,https://discord.com/invite/6ByFHBjqE8,,
Tangible,tangible,#2e5dff,,https://www.tangible.store,https://www.tangible.store,https://docs.tangible.store,,https://medium.com/tangible,https://twitter.com/tangibleDAO,https://discord.com/invite/tMQ9WjVBuS,https://t.me/TangibleDAO,
Lido,lido,#27A6FC,,https://lido.fi,https://stake.lido.fi,https://docs.lido.fi,https://github.com/lidofinance,https://blog.lido.fi,https://twitter.com/LidoFinance,https://discord.com/invite/lido,,
Ankr,ankr,#4196f4,,https://www.ankr.com,https://www.ankr.com/staking,https://www.ankr.com/docs,https://github.com/Ankr-network,https://medium.com/ankr-network,https://twitter.com/ankr,https://discord.com/invite/ankrofficial,https://t.me/ankrnetwork,
Rocket Pool,rocket-pool,#ff9257,,https://rocketpool.net,https://stake.rocketpool.net,https://docs.rocketpool.net/overview,https://github.com/rocket-pool,https://medium.com/rocket-pool,https://twitter.com/Rocket_Pool,https://discord.com/invite/rocketpool,,
Liquid Collective,liquid-collective,#FF985D,,https://liquidcollective.io,,https://docs.liquidcollective.io/v1,https://github.com/liquid-collective,,https://twitter.com/liquid_col,,,
Eigenlayer,eigenlayer,#000000,,https://www.eigenlayer.xyz,,https://docs.eigenlayer.xyz,https://github.com/Layr-Labs,https://www.blog.eigenlayer.xyz,https://twitter.com/eigenlayer,https://discord.com/invite/eigenlayer,,
Stader,stader,#0be078,,https://www.staderlabs.com,https://www.staderlabs.com/eth/stake,https://www.staderlabs.com/docs,https://github.com/stader-labs,https://www.staderlabs.com/blogs,https://twitter.com/staderlabs_eth,https://discord.com/invite/y9KgjkVZ99,https://t.me/Staderlabs_Ethereum_Official,
Swell Network,swell-network,#4c69ea,,https://www.swellnetwork.io,https://app.swellnetwork.io,https://docs.swellnetwork.io/swell,https://github.com/SwellNetwork,https://www.swellnetwork.io/blog,https://twitter.com/swellnetworkio,https://discord.com/invite/swellnetworkdao,,
Stakehouse,stakehouse,#00ed7b,,https://joinstakehouse.com,https://lsd.joinstakehouse.com,https://docs.joinstakehouse.com/academy,,https://blog.blockswap.network,https://twitter.com/blockswap_team,https://discord.com/invite/s8N9ekQuuj,,
CIAN,cian,#ffd202,,https://cian.app,https://vault.cian.app,https://docs.cian.app,https://github.com/cian-ai,https://cian-app.medium.com,https://twitter.com/CIAN_protocol,https://discord.com/invite/qhGnzRbFfr,https://t.me/CIAN_Protocol,
unshETH,unsheth,#20CFFE,,https://unsheth.xyz,https://docs.unsheth.xyz,https://docs.unsheth.xyz,https://github.com/UnshETH,https://mirror.xyz/0x749Dc728A68265e74754Ad8e6cc2649BD42a8f8a,https://twitter.com/unsheth_xyz,https://discord.gg/5tZXASh5P3,,
Paraswap,paraswap,#0462de,,https://www.paraswap.io,https://app.paraswap.io,https://doc.paraswap.network,https://github.com/paraswap,https://medium.com/paraswap,https://twitter.com/paraswap,,,
0x Protocol,0x-protocol,#adadad,,https://www.0x.org,https://www.0x.org/zrx/staking,https://docs.0x.org,https://github.com/0xProject,https://blog.0xproject.com,https://twitter.com/0xproject,https://discord.com/invite/d3FTX3M,,
1inch Network,1inch-network,#D82122,,https://1inch.io,https://1inch.io,https://docs.1inch.io,https://github.com/1inch,https://1inch.medium.com,https://twitter.com/1inch,https://discord.com/invite/1inch,https://t.me/OneInchNetwork,
Cow Swap,cow-swap,#cae9ff,,https://swap.cow.fi,https://swap.cow.fi,https://docs.cow.fi,https://github.com/cowprotocol,https://blog.cow.fi,https://twitter.com/CoWSwap,https://discord.com/invite/cowprotocol,,
Kyber Network,kyber-network,#31cb9e,,https://kyber.network,https://kyberswap.com,https://docs.kyberswap.com,https://github.com/KyberNetwork,https://blog.kyberswap.com,https://twitter.com/KyberNetwork,https://discord.com/invite/NB3vc8J9uv,https://t.me/kybernetwork,
KyberSwap,kyberswap,#31cb9e,,https://kyber.network,https://kyberswap.com,https://docs.kyberswap.com,https://github.com/KyberNetwork,https://blog.kyberswap.com,https://twitter.com/KyberNetwork,https://discord.com/invite/NB3vc8J9uv,https://t.me/kybernetwork,
OpenOcean,open-ocean,#000000,,https://openocean.finance,https://app.openocean.finance,https://docs.openocean.finance,https://github.com/openocean-finance,https://blog.openocean.finance,https://twitter.com/OpenOceanGlobal,https://discord.com/invite/C7PHQaKdNX,https://t.me/OOFinance,
Hashflow,hashflow,#000000,,https://www.hashflow.com,https://app.hashflow.com,https://docs.hashflow.com/hashflow,https://github.com/hashflownetwork,https://blog.hashflow.com,https://twitter.com/hashflow,https://discord.com/invite/hashflow,https://t.me/hashflowdex,
DLN,dln,#755CB4,,https://dln.trade,https://app.dln.trade,https://docs.dln.trade,https://github.com/debridge-finance/dln-taker,https://dln-trade.medium.com,https://twitter.com/DLN_Trade,https://discord.com/invite/dln,,
Wormhole,wormhole,#000000,,https://wormhole.com,,https://docs.wormhole.com/wormhole,https://github.com/wormhole-foundation,https://wormhole.com/blog,https://twitter.com/wormholecrypto,,https://t.me/wormholecrypto,
Connext Network,connext-network,#c840b8,,https://www.connext.network,https://bridge.connext.network,https://docs.connext.network,https://github.com/connext,https://blog.connext.network,https://twitter.com/ConnextNetwork,https://discord.com/invite/connext,,
DeBridge,debridge,#abda02,,https://debridge.finance,https://app.debridge.finance/deswap,https://docs.debridge.finance,https://github.com/debridge-finance,https://debridge.finance/blog,https://twitter.com/deBridgeFinance,https://discord.com/invite/debridge,,
LayerZero,layerzero,#ABDA02,,https://layerzero.network,,https://layerzero.gitbook.io/docs,https://github.com/LayerZero-Labs,https://medium.com/layerzero-official,https://twitter.com/LayerZero_Labs,https://discord.com/invite/Mhvz3wM,,
Axelar,axelar,#000000,,https://axelar.network,,https://docs.axelar.dev,https://github.com/axelarnetwork,https://axelar.network/blog,https://twitter.com/axelarcore,https://discord.com/invite/aRZ3Ra6f7D,https://t.me/axelarcommunity,
Celer Network,celer-network,#2167f2,,https://celer.network,https://cbridge.celer.network,https://cbridge-docs.celer.network,https://github.com/celer-network,https://blog.celer.network,https://twitter.com/CelerNetwork,https://discord.com/invite/Trhab5w,,
Celer cBridge,cbridge,#2167f2,,https://celer.network,https://cbridge.celer.network,https://cbridge-docs.celer.network,https://github.com/celer-network,https://blog.celer.network,https://twitter.com/CelerNetwork,https://discord.com/invite/Trhab5w,,
Hop Exchange,hop-exchange,#c048e8,,https://hop.exchange,https://app.hop.exchange,https://medium.com/hop-protocol,https://github.com/hop-protocol,https://beefy.com/articles,https://twitter.com/HopProtocol,https://discord.gg/PwCF88emV4,,
Synapse Protocol,synapse-protocol,#d15bfa,,https://synapseprotocol.com,https://synapseprotocol.com/pools,https://docs.synapseprotocol.com,https://github.com/GemStarterIo,https://synapsenetwork.medium.com,https://twitter.com/SynapseProtocol,https://discord.gg/synapseprotocol,,
Hyperlane,hyperlane,#d631b9,,https://www.hyperlane.xyz,,https://docs.hyperlane.xyz/docs,https://github.com/hyperlane-xyz,https://medium.com/hyperlane,https://twitter.com/hyperlane_xyz,https://discord.com/invite/VK9ZUy3aTV,,
Chainflip,chainflip,#ffd600,,https://chainflip.io,,https://docs.chainflip.io,https://github.com/chainflip-io,https://blog.chainflip.io,https://twitter.com/chainflip,https://discord.com/invite/chainflip-community,https://t.me/chainflip_io_chat,
Across Protocol,across-protocol,#6df9d8,,https://across.to,https://across.to/bridge,https://docs.across.to,https://github.com/across-protocol,https://medium.com/across-protocol,https://twitter.com/AcrossProtocol,https://discord.com/invite/sKSkhTtu8s,,
Portal,portal,#e87214,,https://www.portalbridge.com,https://www.portalbridge.com,https://docs.wormhole.com/wormhole,https://github.com/wormhole-foundation,https://wormhole.com/blog,https://twitter.com/wormholecrypto,,https://t.me/wormholecrypto,
Li.Fi,lifi,#f5b6ff,,https://li.fi,https://jumper.exchange,https://docs.li.fi,https://github.com/lifinance,https://blog.li.fi,https://twitter.com/lifiprotocol,https://discord.com/invite/lifi,https://t.me/lifinews,
Socket,socket,#000000,,https://socket.tech,https://www.bungee.exchange,https://docs.socket.tech,https://github.com/SocketDotTech,https://medium.com/socketdottech,https://twitter.com/SocketDotTech,https://discord.com/invite/zfKJR8yWaH,,
Squid,squid,#DEFF16,,https://www.squidrouter.com,https://app.squidrouter.com,https://docs.squidrouter.com,https://github.com/0xsquid,https://medium.com/@squidrouter,https://twitter.com/squidrouter,https://discord.com/invite/squidrouter,,
RocketX,rocketx,#4F66FF,,https://www.rocketx.exchange,https://app.rocketx.exchange,,,https://www.rocketx.exchange/blog,https://twitter.com/RocketXexchange,,https://t.me/RocketXexchange,
Blast API,blast-api,#574b90,,https://blastapi.io,,https://docs.blastapi.io,https://github.com/bwarelabs,https://blastapi.io/blog,https://twitter.com/BlastAPI,https://discord.com/invite/VPkWESgtvV,https://t.me/bwareLabs,
Ankr,ankr,#4196f4,,https://www.ankr.com,,https://www.ankr.com/docs,https://github.com/Ankr-network,https://medium.com/ankr-network,https://twitter.com/ankr,https://discord.com/invite/GGzJ6A6fEg,https://t.me/ankrnetwork,
Omnia,omnia,#000000,,https://omniatech.io,,https://docs.omniatech.io,https://github.com/omniaprotocol,https://medium.com/omniaprotocol,https://twitter.com/omnia_protocol,https://discord.com/invite/omniaprotocol,https://t.me/Omnia_protocol,
Tenderly,tenderly,#4018b0,,https://tenderly.co,,https://docs.tenderly.co,https://github.com/Tenderly,https://blog.tenderly.co,https://twitter.com/TenderlyApp,https://discord.com/invite/fBvDJYR,,
Flashbots,flashbots,#000000,,https://www.flashbots.net,,https://docs.flashbots.net,https://github.com/flashbots,https://writings.flashbots.net,https://twitter.com/flashbotsmev,https://discord.com/invite/flashbots,,
Alchemy,alchemy,#363ff9,,https://www.alchemy.com,,https://docs.alchemy.com,https://github.com/alchemyplatform,https://www.alchemy.com/blog,https://twitter.com/AlchemyPlatform,https://discord.com/invite/alchemyplatform,,
Infura,infura,#ff5834,,https://www.infura.io,,https://docs.infura.io,https://github.com/INFURA,https://www.infura.io/blog,https://twitter.com/infura_io,https://discord.com/invite/consensys,,
Helio,helio,#FFD600,,https://helio.money,https://helio.money/app,https://docs.helio.money,https://github.com/helio-money,https://medium.com/@Helio-HAY,https://twitter.com/helio_money,https://discord.com/invite/k5JZVQYpUn,https://t.me/helio_money,
Symbiosis,symbiosis,#75fb6e,,https://symbiosis.finance,https://app.symbiosis.finance,https://docs.symbiosis.finance,https://github.com/symbiosis-finance,https://blog.symbiosis.finance,https://twitter.com/symbiosis_fi,https://discord.com/invite/YHgDSJ42eG,https://t.me/symbiosis_finance,
Matrixdock,matrixdock,#036bce,,https://www.matrixdock.com,https://stbt.matrixdock.com,https://matrixdock.gitbook.io,https://github.com/Matrixdock-STBT,https://www.matrixdock.com/market-insights,https://twitter.com/matrixdock,,,
stUSDT,stusdt,#7ffaca,,https://stusdt.io,https://stusdt.io,,,https://medium.com/@stusdt,https://twitter.com/stusdt,,https://t.me/stUSDTofficial,
Centrifuge,centrifuge,#ffbf14,,https://centrifuge.io,https://app.centrifuge.io,https://docs.centrifuge.io,https://github.com/centrifuge,https://centrifuge.mirror.xyz,https://twitter.com/centrifuge,https://discord.com/invite/yEzyUq5gxF,https://t.me/centrifuge_chat,
OpenEden,openeden,#000000,,https://openeden.com,https://app.openeden.com,https://docs.openeden.com,https://github.com/OpenEdenHQ,https://medium.com/@openeden,https://twitter.com/openeden_hq,,https://t.me/openeden,
Backed,backed,#000000,,https://backed.fi,https://backed.fi,https://docs.backed.fi,,https://backed.fi/news-updates,https://twitter.com/BackedFi,,,
Credix,credix,#000000,,https://credix.finance,https://app.credix.finance,https://docs.credix.finance,https://github.com/credix-finance,https://medium.com/credix,https://twitter.com/Credix_finance,,,
Umami,umami,#9505FF,,https://umami.finance,https://umami.finance/vaults,https://umami-dao.gitbook.io,https://github.com/UmamiDAO,https://umamifinance.medium.com,https://twitter.com/UmamiFinance,https://discord.com/invite/umamidao,,
